symbol,date,time,price
MSFT,2024-01-18,11:30,372.04
MSFT,2024-01-18,12:00,372.97
MSFT,2024-01-18,12:30,373.01
MSFT,2024-01-18,13:00,373.39
MSFT,2024-01-18,13:30,371.07
MSFT,2024-01-18,14:00,369.86
MSFT,2024-01-18,14:30,368.59
MSFT,2024-01-18,15:00,367.35
MSFT,2024-01-18,15:30,366.54
MSFT,2024-01-18,16:00,365.20
MSFT,2024-01-19,09:30,365.64
MSFT,2024-01-19,10:00,364.34
MSFT,2024-01-19,10:30,363.86
MSFT,2024-01-19,11:00,361.39
MSFT,2024-01-19,11:30,360.19
MSFT,2024-01-19,12:00,360.22
MSFT,2024-01-19,12:30,359.73
MSFT,2024-01-19,13:00,360.77
MSFT,2024-01-19,13:30,360.12
MSFT,2024-01-19,14:00,362.95
MSFT,2024-01-19,14:30,360.40
MSFT,2024-01-19,15:00,359.86
MSFT,2024-01-19,15:30,358.96
MSFT,2024-01-19,16:00,358.65
MSFT,2024-01-22,09:30,359.11
MSFT,2024-01-22,10:00,359.23
MSFT,2024-01-22,10:30,360.98
MSFT,2024-01-22,11:00,361.10
MSFT,2024-01-22,11:30,362.01
MSFT,2024-01-22,12:00,362.17
MSFT,2024-01-22,12:30,363.04
MSFT,2024-01-22,13:00,364.26
MSFT,2024-01-22,13:30,364.25
MSFT,2024-01-22,14:00,362.77
MSFT,2024-01-22,14:30,363.60
MSFT,2024-01-22,15:00,363.74
MSFT,2024-01-22,15:30,362.99
MSFT,2024-01-22,16:00,364.02
MSFT,2024-01-23,09:30,365.23
MSFT,2024-01-23,10:00,365.90
MSFT,2024-01-23,10:30,364.38
MSFT,2024-01-23,11:00,363.89
MSFT,2024-01-23,11:30,364.72
MSFT,2024-01-23,12:00,364.30
MSFT,2024-01-23,12:30,362.97
MSFT,2024-01-23,13:00,363.02
MSFT,2024-01-23,13:30,364.01
MSFT,2024-01-23,14:00,364.30
MSFT,2024-01-23,14:30,363.14
MSFT,2024-01-23,15:00,362.63
MSFT,2024-01-23,15:30,363.17
MSFT,2024-01-23,16:00,363.27
MSFT,2024-01-24,09:30,361.80
MSFT,2024-01-24,10:00,362.63
MSFT,2024-01-24,10:30,363.41
MSFT,2024-01-24,11:00,365.54
MSFT,2024-01-24,11:30,366.02
MSFT,2024-01-24,12:00,363.20
MSFT,2024-01-24,12:30,363.12
MSFT,2024-01-24,13:00,364.16
MSFT,2024-01-24,13:30,364.84
MSFT,2024-01-24,14:00,365.35
MSFT,2024-01-24,14:30,364.86
MSFT,2024-01-24,15:00,362.98
MSFT,2024-01-24,15:30,363.64
MSFT,2024-01-24,16:00,362.66
MSFT,2024-01-25,09:30,362.68
MSFT,2024-01-25,10:00,362.10
MSFT,2024-01-25,10:30,361.93
MSFT,2024-01-25,11:00,362.34
MSFT,2024-01-25,11:30,361.18
MSFT,2024-01-25,12:00,360.38
MSFT,2024-01-25,12:30,360.55
MSFT,2024-01-25,13:00,360.04
MSFT,2024-01-25,13:30,359.57
MSFT,2024-01-25,14:00,359.62
MSFT,2024-01-25,14:30,358.72
MSFT,2024-01-25,15:00,358.52
MSFT,2024-01-25,15:30,358.76
MSFT,2024-01-25,16:00,357.97
MSFT,2024-01-26,09:30,357.66
MSFT,2024-01-26,10:00,357.53
MSFT,2024-01-26,10:30,356.58
MSFT,2024-01-26,11:00,356.14
MSFT,2024-01-26,11:30,355.88
MSFT,2024-01-26,12:00,354.27
MSFT,2024-01-26,12:30,352.84
MSFT,2024-01-26,13:00,351.06
MSFT,2024-01-26,13:30,350.80
MSFT,2024-01-26,14:00,351.69
MSFT,2024-01-26,14:30,352.35
MSFT,2024-01-26,15:00,351.44
MSFT,2024-01-26,15:30,350.31
MSFT,2024-01-26,16:00,349.64
MSFT,2024-01-29,09:30,349.14
MSFT,2024-01-29,10:00,348.47
MSFT,2024-01-29,10:30,350.55
MSFT,2024-01-29,11:00,350.36
MSFT,2024-01-29,11:30,347.81
MSFT,2024-01-29,12:00,348.39
MSFT,2024-01-29,12:30,348.58
MSFT,2024-01-29,13:00,347.36
MSFT,2024-01-29,13:30,346.46
MSFT,2024-01-29,14:00,345.46
MSFT,2024-01-29,14:30,346.03
MSFT,2024-01-29,15:00,344.98
MSFT,2024-01-29,15:30,345.30
MSFT,2024-01-29,16:00,344.98
MSFT,2024-01-30,09:30,344.65
MSFT,2024-01-30,10:00,344.35
MSFT,2024-01-30,10:30,345.11
MSFT,2024-01-30,11:00,344.69
MSFT,2024-01-30,11:30,346.57
MSFT,2024-01-30,12:00,347.05
MSFT,2024-01-30,12:30,345.90
MSFT,2024-01-30,13:00,346.94
MSFT,2024-01-30,13:30,346.40
MSFT,2024-01-30,14:00,347.36
MSFT,2024-01-30,14:30,347.80
MSFT,2024-01-30,15:00,349.38
MSFT,2024-01-30,15:30,348.96
MSFT,2024-01-30,16:00,347.88
GOOGL,2024-01-15,09:30,139.48
GOOGL,2024-01-15,10:00,139.64
GOOGL,2024-01-15,10:30,139.04
GOOGL,2024-01-15,11:00,138.55
GOOGL,2024-01-15,11:30,138.25
GOOGL,2024-01-15,12:00,138.80
GOOGL,2024-01-15,12:30,138.15
GOOGL,2024-01-15,13:00,138.74
GOOGL,2024-01-15,13:30,139.48
GOOGL,2024-01-15,14:00,139.54
GOOGL,2024-01-15,14:30,139.09
GOOGL,2024-01-15,15:00,139.67
GOOGL,2024-01-15,15:30,139.36
GOOGL,2024-01-15,16:00,139.36
GOOGL,2024-01-16,09:30,139.74
GOOGL,2024-01-16,10:00,139.56
GOOGL,2024-01-16,10:30,140.38
GOOGL,2024-01-16,11:00,140.40
GOOGL,2024-01-16,11:30,140.80
GOOGL,2024-01-16,12:00,141.10
GOOGL,2024-01-16,12:30,141.52
GOOGL,2024-01-16,13:00,142.25
GOOGL,2024-01-16,13:30,141.78
GOOGL,2024-01-16,14:00,140.85
GOOGL,2024-01-16,14:30,140.09
GOOGL,2024-01-16,15:00,139.68
GOOGL,2024-01-16,15:30,140.85
GOOGL,2024-01-16,16:00,140.88
GOOGL,2024-01-17,09:30,141.12
GOOGL,2024-01-17,10:00,141.18
GOOGL,2024-01-17,10:30,141.18
GOOGL,2024-01-17,11:00,140.83
GOOGL,2024-01-17,11:30,140.89
GOOGL,2024-01-17,12:00,141.72
GOOGL,2024-01-17,12:30,141.89
GOOGL,2024-01-17,13:00,142.37
GOOGL,2024-01-17,13:30,143.60
GOOGL,2024-01-17,14:00,143.35
GOOGL,2024-01-17,14:30,142.72
GOOGL,2024-01-17,15:00,142.82
GOOGL,2024-01-17,15:30,143.54
GOOGL,2024-01-17,16:00,142.80
GOOGL,2024-01-18,09:30,143.51
GOOGL,2024-01-18,10:00,143.45
GOOGL,2024-01-18,10:30,144.20
GOOGL,2024-01-18,11:00,144.47
GOOGL,2024-01-18,11:30,144.39
GOOGL,2024-01-18,12:00,144.51
GOOGL,2024-01-18,12:30,144.70
GOOGL,2024-01-18,13:00,144.58
GOOGL,2024-01-18,13:30,143.93
GOOGL,2024-01-18,14:00,143.54
GOOGL,2024-01-18,14:30,143.21
GOOGL,2024-01-18,15:00,143.96
GOOGL,2024-01-18,15:30,143.69
GOOGL,2024-01-18,16:00,143.89
GOOGL,2024-01-19,09:30,144.60
GOOGL,2024-01-19,10:00,144.70
GOOGL,2024-01-19,10:30,144.36
GOOGL,2024-01-19,11:00,143.94
GOOGL,2024-01-19,11:30,143.59
GOOGL,2024-01-19,12:00,143.50
GOOGL,2024-01-19,12:30,142.81
GOOGL,2024-01-19,13:00,142.57
GOOGL,2024-01-19,13:30,142.71
GOOGL,2024-01-19,14:00,142.80
GOOGL,2024-01-19,14:30,141.99
GOOGL,2024-01-19,15:00,141.67
GOOGL,2024-01-19,15:30,142.43
GOOGL,2024-01-19,16:00,142.27
GOOGL,2024-01-22,09:30,141.49
GOOGL,2024-01-22,10:00,141.46
GOOGL,2024-01-22,10:30,141.61
GOOGL,2024-01-22,11:00,141.51
GOOGL,2024-01-22,11:30,142.10
GOOGL,2024-01-22,12:00,143.05
GOOGL,2024-01-22,12:30,142.73
GOOGL,2024-01-22,13:00,142.66
GOOGL,2024-01-22,13:30,142.58
GOOGL,2024-01-22,14:00,143.33
GOOGL,2024-01-22,14:30,143.53
GOOGL,2024-01-22,15:00,144.22
GOOGL,2024-01-22,15:30,144.46
GOOGL,2024-01-22,16:00,144.14
GOOGL,2024-01-23,09:30,143.65
GOOGL,2024-01-23,10:00,143.78
GOOGL,2024-01-23,10:30,143.77
GOOGL,2024-01-23,11:00,143.38
GOOGL,2024-01-23,11:30,142.89
GOOGL,2024-01-23,12:00,142.86
GOOGL,2024-01-23,12:30,142.38
GOOGL,2024-01-23,13:00,142.09
GOOGL,2024-01-23,13:30,142.32
GOOGL,2024-01-23,14:00,142.42
GOOGL,2024-01-23,14:30,142.88
GOOGL,2024-01-23,15:00,143.07
GOOGL,2024-01-23,15:30,142.63
GOOGL,2024-01-23,16:00,142.99
GOOGL,2024-01-24,09:30,143.56
GOOGL,2024-01-24,10:00,143.43
GOOGL,2024-01-24,10:30,143.49
GOOGL,2024-01-24,11:00,142.90
GOOGL,2024-01-24,11:30,142.79
GOOGL,2024-01-24,12:00,143.01
GOOGL,2024-01-24,12:30,142.98
GOOGL,2024-01-24,13:00,142.80
GOOGL,2024-01-24,13:30,143.46
GOOGL,2024-01-24,14:00,143.47
GOOGL,2024-01-24,14:30,143.26
GOOGL,2024-01-24,15:00,142.73
GOOGL,2024-01-24,15:30,142.67
GOOGL,2024-01-24,16:00,142.73
GOOGL,2024-01-25,09:30,143.01
GOOGL,2024-01-25,10:00,143.56
GOOGL,2024-01-25,10:30,143.80
GOOGL,2024-01-25,11:00,143.75
GOOGL,2024-01-25,11:30,143.76
GOOGL,2024-01-25,12:00,144.24
GOOGL,2024-01-25,12:30,143.70
GOOGL,2024-01-25,13:00,143.50
GOOGL,2024-01-25,13:30,142.91
GOOGL,2024-01-25,14:00,142.65
GOOGL,2024-01-25,14:30,142.76
GOOGL,2024-01-25,15:00,142.32
GOOGL,2024-01-25,15:30,142.98
GOOGL,2024-01-25,16:00,142.93
GOOGL,2024-01-26,09:30,143.08
GOOGL,2024-01-26,10:00,143.25
GOOGL,2024-01-26,10:30,143.84
GOOGL,2024-01-26,11:00,143.80
GOOGL,2024-01-26,11:30,143.81
GOOGL,2024-01-26,12:00,143.10
GOOGL,2024-01-26,12:30,142.65
GOOGL,2024-01-26,13:00,142.04
GOOGL,2024-01-26,13:30,141.52
GOOGL,2024-01-26,14:00,141.60
GOOGL,2024-01-26,14:30,141.74
GOOGL,2024-01-26,15:00,142.01
GOOGL,2024-01-26,15:30,142.30
GOOGL,2024-01-26,16:00,142.48
GOOGL,2024-01-29,09:30,143.30
GOOGL,2024-01-29,10:00,143.75
GOOGL,2024-01-29,10:30,143.46
GOOGL,2024-01-29,11:00,142.93
GOOGL,2024-01-29,11:30,142.47
GOOGL,2024-01-29,12:00,142.72
GOOGL,2024-01-29,12:30,143.53
GOOGL,2024-01-29,13:00,143.59
GOOGL,2024-01-29,13:30,144.02
GOOGL,2024-01-29,14:00,144.08
GOOGL,2024-01-29,14:30,143.80
GOOGL,2024-01-29,15:00,143.60
GOOGL,2024-01-29,15:30,143.55
GOOGL,2024-01-29,16:00,143.88
GOOGL,2024-01-30,09:30,143.97
GOOGL,2024-01-30,10:00,143.82
GOOGL,2024-01-30,10:30,144.54
GOOGL,2024-01-30,11:00,144.18
GOOGL,2024-01-30,11:30,144.86
GOOGL,2024-01-30,12:00,144.84
GOOGL,2024-01-30,12:30,144.84
GOOGL,2024-01-30,13:00,145.11
GOOGL,2024-01-30,13:30,144.44
GOOGL,2024-01-30,14:00,144.85
GOOGL,2024-01-30,14:30,144.85
GOOGL,2024-01-30,15:00,145.13
GOOGL,2024-01-30,15:30,145.31
GOOGL,2024-01-30,16:00,145.67
AMZN,2024-01-15,09:30,154.05
AMZN,2024-01-15,10:00,154.00
AMZN,2024-01-15,10:30,153.63
AMZN,2024-01-15,11:00,153.78
AMZN,2024-01-15,11:30,154.49
AMZN,2024-01-15,12:00,154.83
AMZN,2024-01-15,12:30,154.98
AMZN,2024-01-15,13:00,154.65
AMZN,2024-01-15,13:30,154.65
AMZN,2024-01-15,14:00,154.25
AMZN,2024-01-15,14:30,153.49
AMZN,2024-01-15,15:00,153.43
AMZN,2024-01-15,15:30,153.59
AMZN,2024-01-15,16:00,153.51
AMZN,2024-01-16,09:30,153.45
AMZN,2024-01-16,10:00,153.52
AMZN,2024-01-16,10:30,153.74
AMZN,2024-01-16,11:00,154.30
AMZN,2024-01-16,11:30,154.27
AMZN,2024-01-16,12:00,154.54
AMZN,2024-01-16,12:30,154.95
AMZN,2024-01-16,13:00,155.26
AMZN,2024-01-16,13:30,156.32
AMZN,2024-01-16,14:00,155.97
AMZN,2024-01-16,14:30,155.32
AMZN,2024-01-16,15:00,155.40
AMZN,2024-01-16,15:30,156.43
AMZN,2024-01-16,16:00,156.47
AMZN,2024-01-17,09:30,155.98
AMZN,2024-01-17,10:00,155.29
AMZN,2024-01-17,10:30,155.23
AMZN,2024-01-17,11:00,154.83
AMZN,2024-01-17,11:30,155.39
AMZN,2024-01-17,12:00,155.87
AMZN,2024-01-17,12:30,155.65
AMZN,2024-01-17,13:00,155.97
AMZN,2024-01-17,13:30,155.09
AMZN,2024-01-17,14:00,155.05
AMZN,2024-01-17,14:30,155.20
AMZN,2024-01-17,15:00,154.74
AMZN,2024-01-17,15:30,154.06
AMZN,2024-01-17,16:00,154.59
AMZN,2024-01-18,09:30,155.36
AMZN,2024-01-18,10:00,155.47
AMZN,2024-01-18,10:30,156.00
AMZN,2024-01-18,11:00,155.84
AMZN,2024-01-18,11:30,155.42
AMZN,2024-01-18,12:00,156.13
AMZN,2024-01-18,12:30,155.85
AMZN,2024-01-18,13:00,155.56
AMZN,2024-01-18,13:30,155.31
AMZN,2024-01-18,14:00,154.92
AMZN,2024-01-18,14:30,154.15
AMZN,2024-01-18,15:00,153.60
AMZN,2024-01-18,15:30,153.98
AMZN,2024-01-18,16:00,153.70
AMZN,2024-01-19,09:30,153.58
AMZN,2024-01-19,10:00,153.89
AMZN,2024-01-19,10:30,154.16
AMZN,2024-01-19,11:00,153.75
AMZN,2024-01-19,11:30,152.81
AMZN,2024-01-19,12:00,153.18
AMZN,2024-01-19,12:30,153.23
AMZN,2024-01-19,13:00,152.81
AMZN,2024-01-19,13:30,152.52
AMZN,2024-01-19,14:00,152.76
AMZN,2024-01-19,14:30,152.42
AMZN,2024-01-19,15:00,152.12
AMZN,2024-01-19,15:30,152.28
AMZN,2024-01-19,16:00,152.39
AMZN,2024-01-22,09:30,153.15
AMZN,2024-01-22,10:00,153.10
AMZN,2024-01-22,10:30,152.57
AMZN,2024-01-22,11:00,152.01
AMZN,2024-01-22,11:30,151.91
AMZN,2024-01-22,12:00,152.52
AMZN,2024-01-22,12:30,152.49
AMZN,2024-01-22,13:00,151.16
AMZN,2024-01-22,13:30,151.18
AMZN,2024-01-22,14:00,152.08
AMZN,2024-01-22,14:30,151.97
AMZN,2024-01-22,15:00,152.13
AMZN,2024-01-22,15:30,152.56
AMZN,2024-01-22,16:00,152.48
AMZN,2024-01-23,09:30,152.48
AMZN,2024-01-23,10:00,152.69
AMZN,2024-01-23,10:30,152.98
AMZN,2024-01-23,11:00,152.01
AMZN,2024-01-23,11:30,152.13
AMZN,2024-01-23,12:00,151.74
AMZN,2024-01-23,12:30,151.62
AMZN,2024-01-23,13:00,151.54
AMZN,2024-01-23,13:30,152.36
AMZN,2024-01-23,14:00,152.54
AMZN,2024-01-23,14:30,153.58
AMZN,2024-01-23,15:00,153.33
AMZN,2024-01-23,15:30,152.81
AMZN,2024-01-23,16:00,152.74
AMZN,2024-01-24,09:30,152.19
AMZN,2024-01-24,10:00,153.20
AMZN,2024-01-24,10:30,153.62
AMZN,2024-01-24,11:00,154.39
AMZN,2024-01-24,11:30,154.83
AMZN,2024-01-24,12:00,154.75
AMZN,2024-01-24,12:30,154.91
AMZN,2024-01-24,13:00,154.93
AMZN,2024-01-24,13:30,155.42
AMZN,2024-01-24,14:00,155.98
AMZN,2024-01-24,14:30,156.56
AMZN,2024-01-24,15:00,157.54
AMZN,2024-01-24,15:30,158.03
AMZN,2024-01-24,16:00,157.51
AMZN,2024-01-25,09:30,157.52
AMZN,2024-01-25,10:00,158.27
AMZN,2024-01-25,10:30,158.14
AMZN,2024-01-25,11:00,158.03
AMZN,2024-01-25,11:30,158.12
AMZN,2024-01-25,12:00,157.68
AMZN,2024-01-25,12:30,157.54
AMZN,2024-01-25,13:00,157.61
AMZN,2024-01-25,13:30,157.48
AMZN,2024-01-25,14:00,156.96
AMZN,2024-01-25,14:30,156.30
AMZN,2024-01-25,15:00,156.30
AMZN,2024-01-25,15:30,156.87
AMZN,2024-01-25,16:00,157.63
AMZN,2024-01-26,09:30,157.58
AMZN,2024-01-26,10:00,157.56
AMZN,2024-01-26,10:30,157.23
AMZN,2024-01-26,11:00,157.50
AMZN,2024-01-26,11:30,157.76
AMZN,2024-01-26,12:00,157.15
AMZN,2024-01-26,12:30,157.18
AMZN,2024-01-26,13:00,157.36
AMZN,2024-01-26,13:30,157.69
AMZN,2024-01-26,14:00,157.92
AMZN,2024-01-26,14:30,158.40
AMZN,2024-01-26,15:00,158.75
AMZN,2024-01-26,15:30,158.39
AMZN,2024-01-26,16:00,158.95
AMZN,2024-01-29,09:30,159.16
AMZN,2024-01-29,10:00,158.98
AMZN,2024-01-29,10:30,158.42
AMZN,2024-01-29,11:00,158.27
AMZN,2024-01-29,11:30,158.85
AMZN,2024-01-29,12:00,158.90
AMZN,2024-01-29,12:30,159.42
AMZN,2024-01-29,13:00,160.23
AMZN,2024-01-29,13:30,159.62
AMZN,2024-01-29,14:00,160.03
AMZN,2024-01-29,14:30,160.00
AMZN,2024-01-29,15:00,159.51
AMZN,2024-01-29,15:30,159.17
AMZN,2024-01-29,16:00,160.04
AMZN,2024-01-30,09:30,160.14
AMZN,2024-01-30,10:00,159.47
AMZN,2024-01-30,10:30,159.62
AMZN,2024-01-30,11:00,159.77
AMZN,2024-01-30,11:30,159.11
AMZN,2024-01-30,12:00,158.87
AMZN,2024-01-30,12:30,159.67
AMZN,2024-01-30,13:00,159.97
AMZN,2024-01-30,13:30,160.11
AMZN,2024-01-30,14:00,159.79
AMZN,2024-01-30,14:30,159.70
AMZN,2024-01-30,15:00,159.75
AMZN,2024-01-30,15:30,160.21
AMZN,2024-01-30,16:00,160.50
TSLA,2024-01-15,09:30,219.75
TSLA,2024-01-15,10:00,219.89
TSLA,2024-01-15,10:30,219.58
TSLA,2024-01-15,11:00,219.96
TSLA,2024-01-15,11:30,219.64
TSLA,2024-01-15,12:00,219.98
TSLA,2024-01-15,12:30,220.52
TSLA,2024-01-15,13:00,221.77
TSLA,2024-01-15,13:30,221.75
TSLA,2024-01-15,14:00,221.74
TSLA,2024-01-15,14:30,221.25
TSLA,2024-01-15,15:00,221.94
TSLA,2024-01-15,15:30,221.61
TSLA,2024-01-15,16:00,221.06
TSLA,2024-01-16,09:30,220.76
TSLA,2024-01-16,10:00,220.63
TSLA,2024-01-16,10:30,219.85
TSLA,2024-01-16,11:00,219.56
